id,url,title,soustitre,authors,date,date_raw,reported_comment_count,captured_comment_count,raw_html_path
176,https://ecrivanalyse.net/spip.php?article176,La sensation physique du locus,De quelques voyages en Afrique,Ivan Joseph,2010-01-03T00:00:00,"Dimanche 3 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article176.html
177,https://ecrivanalyse.net/spip.php?article177,Bienattendu qui mâle y pense,Une indifférente volonté de bonheur,Ivan Joseph,2010-01-11T00:00:00,"Lundi 11 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article177.html
179,https://ecrivanalyse.net/spip.php?article179,Le ceste libre de choix,Un entre-deux guère plus pacifique,Ivan Joseph,2010-02-02T00:00:00,"Mardi 2 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article179.html
180,https://ecrivanalyse.net/spip.php?article180,Le bonhomme plein de pensements,À côté d’une petite fille,Ivan Joseph,2010-01-26T00:00:00,"Mardi 26 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article180.html
182,https://ecrivanalyse.net/spip.php?article182,Avant-propos-entre-eux-deux,,Anna | Ivan Joseph,2010-01-20T00:00:00,"Mercredi 20 janvier 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article182.html
183,https://ecrivanalyse.net/spip.php?article183,Belle comme une fausse poupée,,Annick Lebédyk | Ivan Joseph,2010-01-21T00:00:00,"Jeudi 21 janvier 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article183.html
184,https://ecrivanalyse.net/spip.php?article184,Alarme à perte de vie,Avec histoire d’amour en option,Ivan Joseph,2010-01-23T00:00:00,"Samedi 23 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article184.html
185,https://ecrivanalyse.net/spip.php?article185,Amie meilleure que sœur belle,L’antique modernité d’une toquade passionnée,Ivan Joseph,2010-01-23T00:00:00,"Samedi 23 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article185.html
186,https://ecrivanalyse.net/spip.php?article186,La vessie de la lanterne,,Ivan Joseph,2010-01-26T00:00:00,"Mardi 26 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article186.html
188,https://ecrivanalyse.net/spip.php?article188,Petit précis piteux de l’hésitation,Un travail de la curiosité,Ivan Joseph,2010-02-01T00:00:00,"Lundi 1er février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article188.html
189,https://ecrivanalyse.net/spip.php?article189,À l’origine de la coupure,Des primes à la casse,Ivan Joseph,2010-01-30T00:00:00,"Samedi 30 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article189.html
190,https://ecrivanalyse.net/spip.php?article190,Un lieu commun pour cliché,,Ivan Joseph,2010-02-11T00:00:00,"Jeudi 11 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article190.html
191,https://ecrivanalyse.net/spip.php?article191,À tenter à la vie,Le génie dans le massacre,Ivan Joseph,2010-01-29T00:00:00,"Vendredi 29 janvier 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article191.html
192,https://ecrivanalyse.net/spip.php?article192,Des couches à la souche,,Anna | Ivan Joseph,2010-02-10T00:00:00,"Mercredi 10 février 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article192.html
193,https://ecrivanalyse.net/spip.php?article193,L’exploit de l’abandon,,Annick Lebédyk | Ivan Joseph,2010-02-03T00:00:00,"Mercredi 3 février 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article193.html
194,https://ecrivanalyse.net/spip.php?article194,Se taire les yeux ouverts,,Ivan Joseph,2010-02-10T00:00:00,"Mercredi 10 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article194.html
195,https://ecrivanalyse.net/spip.php?article195,Les gros mots du silence,,Annick Lebédyk | Ivan Joseph,2010-02-12T00:00:00,"Vendredi 12 février 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article195.html
196,https://ecrivanalyse.net/spip.php?article196,La montagne accouche d’un sourire,,Ivan Joseph,2010-02-13T00:00:00,"Samedi 13 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article196.html
197,https://ecrivanalyse.net/spip.php?article197,Tu penses comme les on-dit,,Ivan Joseph,2010-02-12T00:00:00,"Vendredi 12 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article197.html
198,https://ecrivanalyse.net/spip.php?article198,Ce miroir que l’œil trompe,,Ivan Joseph,2010-02-17T00:00:00,"Mercredi 17 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article198.html
199,https://ecrivanalyse.net/spip.php?article199,Ballon rouge en costume d’accordéon,,Ivan Joseph,2010-02-24T00:00:00,"Mercredi 24 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article199.html
200,https://ecrivanalyse.net/spip.php?article200,Avec le voyage en valise,Une communication confuse d’être pommante,Ivan Joseph,2010-02-22T00:00:00,"Lundi 22 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article200.html
201,https://ecrivanalyse.net/spip.php?article201,Aimer de travers en travers,,Annick Lebédyk | Ivan Joseph,2010-02-23T00:00:00,"Mardi 23 février 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article201.html
202,https://ecrivanalyse.net/spip.php?article202,L’histoire qui raconte des histoires,,Annick Lebédyk | Ivan Joseph,2010-03-04T00:00:00,"Jeudi 4 mars 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article202.html
203,https://ecrivanalyse.net/spip.php?article203,L’astre-feu mêlé à l’âme antireligieuse,,Ivan Joseph,2010-02-28T00:00:00,"Dimanche 28 février 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article203.html
204,https://ecrivanalyse.net/spip.php?article204,La fille sûre du monde,,Ivan Joseph,2010-03-12T00:00:00,"Vendredi 12 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article204.html
205,https://ecrivanalyse.net/spip.php?article205,Se prendre pour un reproche,Du bagout entre quatre murs,Ivan Joseph,2010-03-04T00:00:00,"Jeudi 4 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article205.html
206,https://ecrivanalyse.net/spip.php?article206,Qui sait ce que c’est ?,,Anna | Ivan Joseph,2010-03-01T00:00:00,"Lundi 1er mars 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article206.html
207,https://ecrivanalyse.net/spip.php?article207,La vérité dans tout cela,,Anna | Ivan Joseph,2010-03-11T00:00:00,"Jeudi 11 mars 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article207.html
208,https://ecrivanalyse.net/spip.php?article208,Par ailleurs comme par ici,,Anna | Ivan Joseph,2010-03-14T00:00:00,"Dimanche 14 mars 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article208.html
209,https://ecrivanalyse.net/spip.php?article209,La drôlesse de guère mieux,,Anna | Ivan Joseph,2010-03-18T00:00:00,"Jeudi 18 mars 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article209.html
210,https://ecrivanalyse.net/spip.php?article210,Avoir des mollets de coquette,,Anna | Ivan Joseph,2010-03-20T00:00:00,"Samedi 20 mars 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article210.html
211,https://ecrivanalyse.net/spip.php?article211,Une enfance d’une autre enfance,,Anna | Ivan Joseph,2010-03-29T00:00:00,"Lundi 29 mars 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article211.html
212,https://ecrivanalyse.net/spip.php?article212,Le prénom de la fuite,,Anna | Ivan Joseph,2010-04-04T00:00:00,"Dimanche 4 avril 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article212.html
213,https://ecrivanalyse.net/spip.php?article213,De la géographie aux racines,,Anna | Ivan Joseph,2010-04-28T00:00:00,"Mercredi 28 avril 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article213.html
214,https://ecrivanalyse.net/spip.php?article214,Un rendez-vous un peu pétunia,,Ivan Joseph,2010-03-04T00:00:00,"Jeudi 4 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article214.html
215,https://ecrivanalyse.net/spip.php?article215,Réticence à ne pas pouvoir,,Ivan Joseph,2010-03-08T00:00:00,"Lundi 8 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article215.html
216,https://ecrivanalyse.net/spip.php?article216,Savoir faire voir le silence,,Ivan Joseph,2010-03-06T00:00:00,"Samedi 6 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article216.html
217,https://ecrivanalyse.net/spip.php?article217,Si salaud-père pète tu hèles,,Annick Lebédyk | Ivan Joseph,2010-03-23T00:00:00,"Mardi 23 mars 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article217.html
218,https://ecrivanalyse.net/spip.php?article218,Danser tel l’acte des signes,Une stupéfiante désaccoutumance au piétinement,Ivan Joseph,2010-03-18T00:00:00,"Jeudi 18 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article218.html
219,https://ecrivanalyse.net/spip.php?article219,Qui ne se plairait pas,,Ivan Joseph,2010-03-15T00:00:00,"Lundi 15 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article219.html
220,https://ecrivanalyse.net/spip.php?article220,Le je des deux familles,Leurre d’affluence pour une solitude,Ivan Joseph,2010-03-24T00:00:00,"Mercredi 24 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article220.html
221,https://ecrivanalyse.net/spip.php?article221,Le pour moi pas coi,Partie entre prise et partie,Ivan Joseph,2010-03-19T00:00:00,"Vendredi 19 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article221.html
222,https://ecrivanalyse.net/spip.php?article222,À la hauteur d’un enfant,Maman a-t-elle fait ses devoirs ?,Ivan Joseph,2010-03-20T00:00:00,"Samedi 20 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article222.html
223,https://ecrivanalyse.net/spip.php?article223,Un épuisement de la liste,,Ivan Joseph,2010-03-26T00:00:00,"Vendredi 26 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article223.html
224,https://ecrivanalyse.net/spip.php?article224,Ne pas aimer ce mot,Géographie manuelle de l’autre monde,Ivan Joseph,2010-03-30T00:00:00,"Mardi 30 mars 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article224.html
225,https://ecrivanalyse.net/spip.php?article225,Gagner sa vie à vivre,L’escalade rouge du Narcisse bleu,Ivan Joseph,2010-04-01T00:00:00,"Jeudi 1er avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article225.html
226,https://ecrivanalyse.net/spip.php?article226,Petit à petit doser d’oser,,Annick Lebédyk | Ivan Joseph,2010-03-31T00:00:00,"Mercredi 31 mars 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article226.html
227,https://ecrivanalyse.net/spip.php?article227,ADN : Annick De Nulle part,,Annick Lebédyk | Ivan Joseph,2010-04-04T00:00:00,"Dimanche 4 avril 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article227.html
228,https://ecrivanalyse.net/spip.php?article228,Pourtant j’en ai eu dégât,,Ivan Joseph,2010-04-02T00:00:00,"Vendredi 2 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article228.html
229,https://ecrivanalyse.net/spip.php?article229,Faire le plein des vides,,Ivan Joseph,2010-04-04T00:00:00,"Dimanche 4 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article229.html
230,https://ecrivanalyse.net/spip.php?article230,Si je motorise à aimer,Patiences eues mènent à tout,Ivan Joseph,2010-04-04T00:00:00,"Dimanche 4 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article230.html
232,https://ecrivanalyse.net/spip.php?article232,Parce que ça n’existe pas,,Ivan Joseph,2010-04-13T00:00:00,"Mardi 13 avril 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article232.html
233,https://ecrivanalyse.net/spip.php?article233,Nous c’est au-dessus de ça,Quel système des ménages ment,Ivan Joseph,2010-04-15T00:00:00,"Jeudi 15 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article233.html
234,https://ecrivanalyse.net/spip.php?article234,Un mouton en panne urge,,Ivan Joseph,2010-04-11T00:00:00,"Dimanche 11 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article234.html
235,https://ecrivanalyse.net/spip.php?article235,Un prévu perdu de vue,,Ivan Joseph,2010-04-14T00:00:00,"Mercredi 14 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article235.html
236,https://ecrivanalyse.net/spip.php?article236,Un je ne sais pas,,Ivan Joseph,2010-04-18T00:00:00,"Dimanche 18 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article236.html
237,https://ecrivanalyse.net/spip.php?article237,Annick et son petit chien,,Annick Lebédyk | Ivan Joseph,2010-04-14T00:00:00,"Mercredi 14 avril 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article237.html
238,https://ecrivanalyse.net/spip.php?article238,La marge de manne œuvre,,Annick Lebédyk | Ivan Joseph,2010-04-19T00:00:00,"Lundi 19 avril 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article238.html
239,https://ecrivanalyse.net/spip.php?article239,Rien à voir à l’œil,,Ivan Joseph,2010-04-19T00:00:00,"Lundi 19 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article239.html
240,https://ecrivanalyse.net/spip.php?article240,Les trois doigts d’une main,,Ivan Joseph,2010-04-23T00:00:00,"Vendredi 23 avril 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article240.html
241,https://ecrivanalyse.net/spip.php?article241,Le petit frère est mort,,Ivan Joseph,2010-04-26T00:00:00,"Lundi 26 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article241.html
242,https://ecrivanalyse.net/spip.php?article242,La crampe du métier dure,Se peigner dans les tomettes,Ivan Joseph,2010-05-03T00:00:00,"Lundi 3 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article242.html
243,https://ecrivanalyse.net/spip.php?article243,Se voir en double aveugle,Guère d’enfant d’enfant de guerre,Ivan Joseph,2010-04-21T00:00:00,"Mercredi 21 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article243.html
244,https://ecrivanalyse.net/spip.php?article244,Rompre sur un bon soutenir,Le regard autour d’une lectrice,Ivan Joseph,2010-04-22T00:00:00,"Jeudi 22 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article244.html
245,https://ecrivanalyse.net/spip.php?article245,Carnet de notes qui dénote,,Annick Lebédyk | Ivan Joseph,2010-05-09T00:00:00,"Dimanche 9 mai 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article245.html
246,https://ecrivanalyse.net/spip.php?article246,Poser le pied d’une mise,Des nuits auraient adoré passer,Ivan Joseph,2010-04-25T00:00:00,"Dimanche 25 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article246.html
247,https://ecrivanalyse.net/spip.php?article247,Planète avec ou sans hasch,,Ivan Joseph,2010-04-27T00:00:00,"Mardi 27 avril 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article247.html
248,https://ecrivanalyse.net/spip.php?article248,Choix de crise en scène,,Ivan Joseph,2010-05-05T00:00:00,"Mercredi 5 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article248.html
249,https://ecrivanalyse.net/spip.php?article249,La portée d’un tel attachement,,Anna | Ivan Joseph,2010-05-02T00:00:00,"Dimanche 2 mai 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article249.html
250,https://ecrivanalyse.net/spip.php?article250,Le délit de la parenté,,Anna | Ivan Joseph,2010-05-11T00:00:00,"Mardi 11 mai 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article250.html
251,https://ecrivanalyse.net/spip.php?article251,Une ascension due au mâle,,Anna | Ivan Joseph,2010-05-25T00:00:00,"Mardi 25 mai 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article251.html
252,https://ecrivanalyse.net/spip.php?article252,La convenance personnelle du congé,,Anna | Ivan Joseph,2010-06-01T00:00:00,"Mardi 1er juin 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article252.html
253,https://ecrivanalyse.net/spip.php?article253,Voir à travers la vie,,Anna | Ivan Joseph,2010-06-08T00:00:00,"Mardi 8 juin 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article253.html
254,https://ecrivanalyse.net/spip.php?article254,Un parrain deux par deux,,Anna | Ivan Joseph,2010-06-15T00:00:00,"Mardi 15 juin 2010, par Anna , Ivan Joseph // La danseuse de vélo",,0,raw/articles/article254.html
255,https://ecrivanalyse.net/spip.php?article255,À sa place d’un connu,L’imagination de la tache blanche,Ivan Joseph,2010-04-30T00:00:00,"Vendredi 30 avril 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article255.html
256,https://ecrivanalyse.net/spip.php?article256,Mue par temps de murs,,Ivan Joseph,2010-05-04T00:00:00,"Mardi 4 mai 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article256.html
257,https://ecrivanalyse.net/spip.php?article257,Un petit bout de soie,,Annick Lebédyk | Ivan Joseph,2010-05-24T00:00:00,"Lundi 24 mai 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article257.html
258,https://ecrivanalyse.net/spip.php?article258,Avec ses vices qu’on prise,Montrer ce qu’on se gâche,Ivan Joseph,2010-05-10T00:00:00,"Lundi 10 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article258.html
259,https://ecrivanalyse.net/spip.php?article259,Raccourci qui ne va pas,Se crée ce qu’on inspire,Ivan Joseph,2010-05-24T00:00:00,"Lundi 24 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article259.html
260,https://ecrivanalyse.net/spip.php?article260,Qui ne s’y prête pas,,Ivan Joseph,2010-05-13T00:00:00,"Jeudi 13 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article260.html
261,https://ecrivanalyse.net/spip.php?article261,Ne pas en rester là,,Ivan Joseph,2010-05-12T00:00:00,"Mercredi 12 mai 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article261.html
262,https://ecrivanalyse.net/spip.php?article262,Le salarié du bon moment,,Ivan Joseph,2010-05-26T00:00:00,"Mercredi 26 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article262.html
263,https://ecrivanalyse.net/spip.php?article263,La mère morte sans deuil,S’abandonner à fixer des limites,Ivan Joseph,2010-05-31T00:00:00,"Lundi 31 mai 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article263.html
264,https://ecrivanalyse.net/spip.php?article264,Le goût du pas fini,,Ivan Joseph,2010-05-27T00:00:00,"Jeudi 27 mai 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article264.html
265,https://ecrivanalyse.net/spip.php?article265,Une vraie moulinette à paroles,,Annick Lebédyk | Ivan Joseph,2010-05-30T00:00:00,"Dimanche 30 mai 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article265.html
266,https://ecrivanalyse.net/spip.php?article266,Le défaut seul de penser,,Annick Lebédyk | Ivan Joseph,2010-06-06T00:00:00,"Dimanche 6 juin 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article266.html
267,https://ecrivanalyse.net/spip.php?article267,De se luxer le temps,Comme un auteur de bébé,Ivan Joseph,2010-06-02T00:00:00,"Mercredi 2 juin 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article267.html
268,https://ecrivanalyse.net/spip.php?article268,Le filtre de la séduction,,Ivan Joseph,2010-06-03T00:00:00,"Jeudi 3 juin 2010, par Ivan Joseph // Des figures féminines de moi",,0,raw/articles/article268.html
269,https://ecrivanalyse.net/spip.php?article269,Séance de pause entre guillemets,Interpellation d’une close de style,Ivan Joseph,2010-06-07T00:00:00,"Lundi 7 juin 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article269.html
270,https://ecrivanalyse.net/spip.php?article270,Le Gille est de sauvetage,,Annick Lebédyk | Ivan Joseph,2010-06-13T00:00:00,"Dimanche 13 juin 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article270.html
271,https://ecrivanalyse.net/spip.php?article271,Le secret de la profession,Un culte des voies artistiques,Ivan Joseph,2010-06-09T00:00:00,"Mercredi 9 juin 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article271.html
272,https://ecrivanalyse.net/spip.php?article272,Canon à la plume éclectique,,Ivan Joseph,2010-06-10T00:00:00,"Jeudi 10 juin 2010, par Ivan Joseph // Séances de p(au)se de 2010",,0,raw/articles/article272.html
273,https://ecrivanalyse.net/spip.php?article273,Traité de tous les noms,,Annick Lebédyk | Ivan Joseph,2010-06-23T00:00:00,"Mercredi 23 juin 2010, par Annick Lebédyk , Ivan Joseph // La petite fille à côté",,0,raw/articles/article273.html
